ticker,year,cluster,is_noise,theme_label
A,2019,-1,True,noise
AAPL,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
ABBV,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
ABT,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
ACGL,2019,-1,True,noise
ACN,2019,13,False,"ACN, ARES, BX, CCI, CNC"
ADBE,2019,-1,True,noise
ADI,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
ADM,2019,-1,True,noise
ADP,2019,-1,True,noise
ADSK,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
AEE,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
AEP,2019,5,False,"AEP, AES, CNP, COF, EXC"
AES,2019,5,False,"AEP, AES, CNP, COF, EXC"
AFL,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
AIG,2019,-1,True,noise
AIZ,2019,-1,True,noise
AJG,2019,-1,True,noise
AKAM,2019,-1,True,noise
ALB,2019,-1,True,noise
ALGN,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
ALL,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
ALLE,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
AMAT,2019,0,False,"AMAT, AVY, C, CAH, CHD"
AMCR,2019,-1,True,noise
AMD,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
AME,2019,10,False,"AME, AMP, AXP, BAC, BBY"
AMGN,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
AMP,2019,10,False,"AME, AMP, AXP, BAC, BBY"
AMT,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
AMZN,2019,-1,True,noise
ANET,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
AON,2019,-1,True,noise
AOS,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
APD,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
APH,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
APTV,2019,-1,True,noise
ARE,2019,-1,True,noise
ARES,2019,13,False,"ACN, ARES, BX, CCI, CNC"
ATO,2019,-1,True,noise
AVB,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
AVGO,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
AVY,2019,0,False,"AMAT, AVY, C, CAH, CHD"
AWK,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
AXON,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
AXP,2019,10,False,"AME, AMP, AXP, BAC, BBY"
AZO,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
BA,2019,-1,True,noise
BAC,2019,10,False,"AME, AMP, AXP, BAC, BBY"
BALL,2019,-1,True,noise
BAX,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
BBY,2019,10,False,"AME, AMP, AXP, BAC, BBY"
BDX,2019,10,False,"AME, AMP, AXP, BAC, BBY"
BEN,2019,-1,True,noise
BF-B,2019,-1,True,noise
BIIB,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
BK,2019,10,False,"AME, AMP, AXP, BAC, BBY"
BKNG,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
BKR,2019,-1,True,noise
BLDR,2019,-1,True,noise
BMY,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
BR,2019,-1,True,noise
BRK-B,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
BRO,2019,-1,True,noise
BSX,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
BX,2019,13,False,"ACN, ARES, BX, CCI, CNC"
BXP,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
C,2019,0,False,"AMAT, AVY, C, CAH, CHD"
CAG,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
CAH,2019,0,False,"AMAT, AVY, C, CAH, CHD"
CASY,2019,-1,True,noise
CAT,2019,10,False,"AME, AMP, AXP, BAC, BBY"
CB,2019,-1,True,noise
CBOE,2019,-1,True,noise
CBRE,2019,10,False,"AME, AMP, AXP, BAC, BBY"
CCI,2019,13,False,"ACN, ARES, BX, CCI, CNC"
CCL,2019,-1,True,noise
CDNS,2019,-1,True,noise
CDW,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
CF,2019,-1,True,noise
CFG,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
CHD,2019,0,False,"AMAT, AVY, C, CAH, CHD"
CHRW,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
CHTR,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
CI,2019,-1,True,noise
CIEN,2019,-1,True,noise
CINF,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
CL,2019,-1,True,noise
CLX,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
CMCSA,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
CME,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
CMG,2019,-1,True,noise
CMI,2019,-1,True,noise
CMS,2019,-1,True,noise
CNC,2019,13,False,"ACN, ARES, BX, CCI, CNC"
CNP,2019,5,False,"AEP, AES, CNP, COF, EXC"
COF,2019,5,False,"AEP, AES, CNP, COF, EXC"
COHR,2019,-1,True,noise
COO,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
COP,2019,-1,True,noise
COR,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
COST,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
CPAY,2019,-1,True,noise
CPB,2019,-1,True,noise
CPRT,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
CPT,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
CRL,2019,-1,True,noise
CRM,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
CRWD,2019,-1,True,noise
CSCO,2019,-1,True,noise
CSGP,2019,10,False,"AME, AMP, AXP, BAC, BBY"
CSX,2019,-1,True,noise
CTAS,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
CTRA,2019,0,False,"AMAT, AVY, C, CAH, CHD"
CTSH,2019,-1,True,noise
CTVA,2019,-1,True,noise
CVNA,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
CVS,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
CVX,2019,-1,True,noise
D,2019,-1,True,noise
DAL,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
DD,2019,-1,True,noise
DDOG,2019,13,False,"ACN, ARES, BX, CCI, CNC"
DE,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
DECK,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
DELL,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
DG,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
DGX,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
DHI,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
DHR,2019,-1,True,noise
DIS,2019,-1,True,noise
DLR,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
DLTR,2019,-1,True,noise
DOC,2019,-1,True,noise
DOV,2019,10,False,"AME, AMP, AXP, BAC, BBY"
DOW,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
DPZ,2019,-1,True,noise
DRI,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
DTE,2019,0,False,"AMAT, AVY, C, CAH, CHD"
DUK,2019,-1,True,noise
DVA,2019,-1,True,noise
DVN,2019,0,False,"AMAT, AVY, C, CAH, CHD"
DXCM,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
EA,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
EBAY,2019,13,False,"ACN, ARES, BX, CCI, CNC"
ECL,2019,-1,True,noise
ED,2019,0,False,"AMAT, AVY, C, CAH, CHD"
EFX,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
EG,2019,-1,True,noise
EIX,2019,0,False,"AMAT, AVY, C, CAH, CHD"
EL,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
ELV,2019,-1,True,noise
EME,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
EMR,2019,-1,True,noise
EOG,2019,-1,True,noise
EPAM,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
EQIX,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
EQR,2019,-1,True,noise
EQT,2019,-1,True,noise
ERIE,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
ES,2019,-1,True,noise
ESS,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
ETN,2019,-1,True,noise
ETR,2019,0,False,"AMAT, AVY, C, CAH, CHD"
EVRG,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
EW,2019,-1,True,noise
EXC,2019,5,False,"AEP, AES, CNP, COF, EXC"
EXE,2019,-1,True,noise
EXPD,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
EXPE,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
EXR,2019,-1,True,noise
F,2019,5,False,"AEP, AES, CNP, COF, EXC"
FANG,2019,-1,True,noise
FAST,2019,-1,True,noise
FCX,2019,0,False,"AMAT, AVY, C, CAH, CHD"
FDS,2019,-1,True,noise
FDX,2019,-1,True,noise
FE,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
FFIV,2019,-1,True,noise
FICO,2019,-1,True,noise
FIS,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
FISV,2019,13,False,"ACN, ARES, BX, CCI, CNC"
FITB,2019,5,False,"AEP, AES, CNP, COF, EXC"
FIX,2019,-1,True,noise
FOX,2019,-1,True,noise
FOXA,2019,-1,True,noise
FRT,2019,-1,True,noise
FSLR,2019,-1,True,noise
FTNT,2019,-1,True,noise
FTV,2019,-1,True,noise
GD,2019,-1,True,noise
GDDY,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
GE,2019,-1,True,noise
GEN,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
GILD,2019,-1,True,noise
GIS,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
GL,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
GLW,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
GM,2019,5,False,"AEP, AES, CNP, COF, EXC"
GNRC,2019,-1,True,noise
GOOG,2019,-1,True,noise
GOOGL,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
GPC,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
GPN,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
GRMN,2019,-1,True,noise
GS,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
GWW,2019,0,False,"AMAT, AVY, C, CAH, CHD"
HAL,2019,-1,True,noise
HAS,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
HBAN,2019,-1,True,noise
HCA,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
HD,2019,-1,True,noise
HIG,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
HII,2019,-1,True,noise
HLT,2019,13,False,"ACN, ARES, BX, CCI, CNC"
HON,2019,-1,True,noise
HPE,2019,-1,True,noise
HPQ,2019,-1,True,noise
HRL,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
HSIC,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
HST,2019,-1,True,noise
HSY,2019,10,False,"AME, AMP, AXP, BAC, BBY"
HUBB,2019,10,False,"AME, AMP, AXP, BAC, BBY"
HUM,2019,-1,True,noise
HWM,2019,10,False,"AME, AMP, AXP, BAC, BBY"
IBKR,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
IBM,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
ICE,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
IDXX,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
IEX,2019,-1,True,noise
IFF,2019,-1,True,noise
INCY,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
INTC,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
INTU,2019,10,False,"AME, AMP, AXP, BAC, BBY"
INVH,2019,-1,True,noise
IP,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
IQV,2019,-1,True,noise
IR,2019,-1,True,noise
IRM,2019,10,False,"AME, AMP, AXP, BAC, BBY"
ISRG,2019,13,False,"ACN, ARES, BX, CCI, CNC"
IT,2019,-1,True,noise
ITW,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
IVZ,2019,-1,True,noise
J,2019,-1,True,noise
JBHT,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
JBL,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
JCI,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
JKHY,2019,-1,True,noise
JNJ,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
JPM,2019,-1,True,noise
KDP,2019,-1,True,noise
KEY,2019,10,False,"AME, AMP, AXP, BAC, BBY"
KEYS,2019,-1,True,noise
KHC,2019,5,False,"AEP, AES, CNP, COF, EXC"
KIM,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
KKR,2019,-1,True,noise
KLAC,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
KMB,2019,10,False,"AME, AMP, AXP, BAC, BBY"
KMI,2019,0,False,"AMAT, AVY, C, CAH, CHD"
KO,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
KR,2019,-1,True,noise
L,2019,-1,True,noise
LDOS,2019,10,False,"AME, AMP, AXP, BAC, BBY"
LEN,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
LH,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
LII,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
LIN,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
LITE,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
LLY,2019,-1,True,noise
LMT,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
LNT,2019,5,False,"AEP, AES, CNP, COF, EXC"
LOW,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
LRCX,2019,-1,True,noise
LULU,2019,-1,True,noise
LUV,2019,-1,True,noise
LVS,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
LYB,2019,-1,True,noise
LYV,2019,-1,True,noise
MA,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
MAA,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
MAR,2019,-1,True,noise
MAS,2019,-1,True,noise
MCD,2019,-1,True,noise
MCHP,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
MCK,2019,-1,True,noise
MCO,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
MDLZ,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
MDT,2019,13,False,"ACN, ARES, BX, CCI, CNC"
MET,2019,10,False,"AME, AMP, AXP, BAC, BBY"
META,2019,-1,True,noise
MGM,2019,-1,True,noise
MKC,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
MLM,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
MMM,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
MNST,2019,-1,True,noise
MO,2019,-1,True,noise
MOS,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
MPC,2019,-1,True,noise
MPWR,2019,-1,True,noise
MRK,2019,-1,True,noise
MRNA,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
MRSH,2019,-1,True,noise
MS,2019,0,False,"AMAT, AVY, C, CAH, CHD"
MSCI,2019,-1,True,noise
MSFT,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
MSI,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
MTB,2019,5,False,"AEP, AES, CNP, COF, EXC"
MTD,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
MU,2019,-1,True,noise
NCLH,2019,-1,True,noise
NDAQ,2019,-1,True,noise
NDSN,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
NEE,2019,-1,True,noise
NEM,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
NFLX,2019,-1,True,noise
NI,2019,-1,True,noise
NKE,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
NOC,2019,5,False,"AEP, AES, CNP, COF, EXC"
NOW,2019,-1,True,noise
NRG,2019,-1,True,noise
NSC,2019,-1,True,noise
NTAP,2019,13,False,"ACN, ARES, BX, CCI, CNC"
NTRS,2019,-1,True,noise
NUE,2019,10,False,"AME, AMP, AXP, BAC, BBY"
NVDA,2019,-1,True,noise
NVR,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
NWS,2019,-1,True,noise
NWSA,2019,-1,True,noise
NXPI,2019,-1,True,noise
O,2019,0,False,"AMAT, AVY, C, CAH, CHD"
ODFL,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
OKE,2019,-1,True,noise
OMC,2019,-1,True,noise
ON,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
ORCL,2019,-1,True,noise
ORLY,2019,-1,True,noise
OXY,2019,0,False,"AMAT, AVY, C, CAH, CHD"
PANW,2019,-1,True,noise
PAYX,2019,-1,True,noise
PCAR,2019,-1,True,noise
PCG,2019,5,False,"AEP, AES, CNP, COF, EXC"
PEG,2019,5,False,"AEP, AES, CNP, COF, EXC"
PEP,2019,-1,True,noise
PFE,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
PFG,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
PG,2019,5,False,"AEP, AES, CNP, COF, EXC"
PGR,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
PH,2019,-1,True,noise
PHM,2019,0,False,"AMAT, AVY, C, CAH, CHD"
PKG,2019,-1,True,noise
PLD,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
PM,2019,-1,True,noise
PNC,2019,5,False,"AEP, AES, CNP, COF, EXC"
PNR,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
PNW,2019,-1,True,noise
PODD,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
POOL,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
PPG,2019,-1,True,noise
PPL,2019,-1,True,noise
PRU,2019,-1,True,noise
PSA,2019,-1,True,noise
PSX,2019,0,False,"AMAT, AVY, C, CAH, CHD"
PTC,2019,-1,True,noise
PWR,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
PYPL,2019,-1,True,noise
QCOM,2019,-1,True,noise
RCL,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
REG,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
REGN,2019,-1,True,noise
RF,2019,5,False,"AEP, AES, CNP, COF, EXC"
RJF,2019,-1,True,noise
RL,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
RMD,2019,-1,True,noise
ROK,2019,-1,True,noise
ROL,2019,-1,True,noise
ROP,2019,-1,True,noise
ROST,2019,10,False,"AME, AMP, AXP, BAC, BBY"
RSG,2019,-1,True,noise
RTX,2019,-1,True,noise
RVTY,2019,-1,True,noise
SATS,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
SBAC,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
SBUX,2019,-1,True,noise
SCHW,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
SHW,2019,-1,True,noise
SJM,2019,-1,True,noise
SLB,2019,-1,True,noise
SMCI,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
SNA,2019,-1,True,noise
SNPS,2019,-1,True,noise
SO,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
SPG,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
SPGI,2019,-1,True,noise
SRE,2019,-1,True,noise
STE,2019,6,False,"ADI, AMT, BRK-B, CAG, CFG"
STLD,2019,13,False,"ACN, ARES, BX, CCI, CNC"
STT,2019,5,False,"AEP, AES, CNP, COF, EXC"
STX,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
STZ,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
SWK,2019,-1,True,noise
SWKS,2019,-1,True,noise
SYF,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
SYK,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
SYY,2019,-1,True,noise
T,2019,-1,True,noise
TAP,2019,-1,True,noise
TDG,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
TDY,2019,-1,True,noise
TECH,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
TEL,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
TER,2019,-1,True,noise
TFC,2019,5,False,"AEP, AES, CNP, COF, EXC"
TGT,2019,-1,True,noise
TJX,2019,-1,True,noise
TMO,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
TMUS,2019,-1,True,noise
TPR,2019,-1,True,noise
TRGP,2019,-1,True,noise
TRMB,2019,10,False,"AME, AMP, AXP, BAC, BBY"
TROW,2019,-1,True,noise
TRV,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
TSCO,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
TSLA,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
TSN,2019,-1,True,noise
TT,2019,14,False,"ALLE, ANET, APD, BIIB, CRM"
TTD,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
TTWO,2019,-1,True,noise
TXN,2019,9,False,"AOS, CHRW, CTAS, GIS, GLW"
TXT,2019,-1,True,noise
TYL,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
UAL,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
UBER,2019,-1,True,noise
UDR,2019,10,False,"AME, AMP, AXP, BAC, BBY"
UHS,2019,-1,True,noise
ULTA,2019,12,False,"AAPL, AFL, AMD, AXON, CDW"
UNH,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
UNP,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
UPS,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
URI,2019,-1,True,noise
USB,2019,-1,True,noise
V,2019,11,False,"AVB, AVGO, BAX, CHTR, CLX"
VICI,2019,-1,True,noise
VLO,2019,0,False,"AMAT, AVY, C, CAH, CHD"
VMC,2019,-1,True,noise
VRSK,2019,-1,True,noise
VRSN,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
VRT,2019,10,False,"AME, AMP, AXP, BAC, BBY"
VRTX,2019,-1,True,noise
VST,2019,-1,True,noise
VTR,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
VTRS,2019,0,False,"AMAT, AVY, C, CAH, CHD"
VZ,2019,8,False,"DLR, EFX, FIS, ICE, LMT"
WAB,2019,10,False,"AME, AMP, AXP, BAC, BBY"
WAT,2019,-1,True,noise
WBD,2019,7,False,"ADSK, BKNG, DE, DRI, EVRG"
WDAY,2019,-1,True,noise
WDC,2019,10,False,"AME, AMP, AXP, BAC, BBY"
WEC,2019,-1,True,noise
WELL,2019,2,False,"BXP, CPT, DHI, ERIE, GL"
WFC,2019,10,False,"AME, AMP, AXP, BAC, BBY"
WM,2019,-1,True,noise
WMB,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
WMT,2019,-1,True,noise
WRB,2019,-1,True,noise
WSM,2019,10,False,"AME, AMP, AXP, BAC, BBY"
WST,2019,-1,True,noise
WTW,2019,4,False,"ALGN, AWK, DAL, DELL, EPAM"
WY,2019,0,False,"AMAT, AVY, C, CAH, CHD"
WYNN,2019,-1,True,noise
XEL,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
XOM,2019,-1,True,noise
XYL,2019,-1,True,noise
XYZ,2019,-1,True,noise
YUM,2019,-1,True,noise
ZBH,2019,3,False,"ABBV, ABT, BSX, COR, CVS"
ZBRA,2019,5,False,"AEP, AES, CNP, COF, EXC"
ZTS,2019,1,False,"AEE, ALL, AMGN, APH, AZO"
