ticker,year,cluster,is_noise,theme_label
AAPL,2019,14,False,"AAPL, CSCO, DIS"
ABBV,2019,6,False,"ABBV, ABT, JNJ"
ABT,2019,6,False,"ABBV, ABT, JNJ"
ACN,2019,-1,True,noise
ADBE,2019,13,False,"ADBE, AMZN, INTU"
AMD,2019,10,False,"AMD, COST, KO, NEE, PEP"
AMZN,2019,13,False,"ADBE, AMZN, INTU"
AVGO,2019,-1,True,noise
BAC,2019,8,False,"BAC, WFC"
BRK-B,2019,-1,True,noise
COST,2019,10,False,"AMD, COST, KO, NEE, PEP"
CRM,2019,11,False,"CRM, IBM, NVDA"
CSCO,2019,14,False,"AAPL, CSCO, DIS"
CVX,2019,9,False,"CVX, XOM"
DIS,2019,14,False,"AAPL, CSCO, DIS"
GE,2019,1,False,"GE, HD, LIN, MCD, MS"
GOOGL,2019,12,False,"GOOGL, ORCL"
GS,2019,2,False,"GS, JPM"
HD,2019,1,False,"GE, HD, LIN, MCD, MS"
IBM,2019,11,False,"CRM, IBM, NVDA"
INTU,2019,13,False,"ADBE, AMZN, INTU"
JNJ,2019,6,False,"ABBV, ABT, JNJ"
JPM,2019,2,False,"GS, JPM"
KO,2019,10,False,"AMD, COST, KO, NEE, PEP"
LIN,2019,1,False,"GE, HD, LIN, MCD, MS"
LLY,2019,4,False,"LLY, PM, TMO"
MA,2019,15,False,"MA, V"
MCD,2019,1,False,"GE, HD, LIN, MCD, MS"
META,2019,0,False,"META, WMT"
MRK,2019,7,False,"MRK, UNH"
MS,2019,1,False,"GE, HD, LIN, MCD, MS"
MSFT,2019,-1,True,noise
NEE,2019,10,False,"AMD, COST, KO, NEE, PEP"
NFLX,2019,-1,True,noise
NVDA,2019,11,False,"CRM, IBM, NVDA"
ORCL,2019,12,False,"GOOGL, ORCL"
PEP,2019,10,False,"AMD, COST, KO, NEE, PEP"
PG,2019,3,False,"PG, SPGI"
PM,2019,4,False,"LLY, PM, TMO"
QCOM,2019,-1,True,noise
RTX,2019,-1,True,noise
SPGI,2019,3,False,"PG, SPGI"
TMO,2019,4,False,"LLY, PM, TMO"
TSLA,2019,5,False,"TSLA, TXN"
TXN,2019,5,False,"TSLA, TXN"
UNH,2019,7,False,"MRK, UNH"
V,2019,15,False,"MA, V"
WFC,2019,8,False,"BAC, WFC"
WMT,2019,0,False,"META, WMT"
XOM,2019,9,False,"CVX, XOM"
