ticker,year,cluster,is_noise,theme_label
A,2023,-1,True,noise
AAPL,2023,16,False,"AAPL, AMZN, CHTR, CMCSA, DIS"
ABBV,2023,12,False,"ABBV, ALGN, INCY, LLY, MRK"
ABNB,2023,2,False,"ABNB, BIIB, CCI, DHR, FAST"
ABT,2023,11,False,"ABT, BAX, BDX, BSX, COR"
ACGL,2023,18,False,"ACGL, AFL, AIG, AJG, BRK-B"
ACN,2023,20,False,"ACN, ADP, AON, AXP, BR"
ADBE,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
ADI,2023,-1,True,noise
ADM,2023,-1,True,noise
ADP,2023,20,False,"ACN, ADP, AON, AXP, BR"
ADSK,2023,14,False,"ADSK, CDNS, COHR, DELL, EMR"
AEE,2023,5,False,"AEE, AEP, AES, ATO, CEG"
AEP,2023,5,False,"AEE, AEP, AES, ATO, CEG"
AES,2023,5,False,"AEE, AEP, AES, ATO, CEG"
AFL,2023,18,False,"ACGL, AFL, AIG, AJG, BRK-B"
AIG,2023,18,False,"ACGL, AFL, AIG, AJG, BRK-B"
AIZ,2023,7,False,"AIZ, APO, ARES, AVB, AXON"
AJG,2023,18,False,"ACGL, AFL, AIG, AJG, BRK-B"
AKAM,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
ALB,2023,-1,True,noise
ALGN,2023,12,False,"ABBV, ALGN, INCY, LLY, MRK"
ALL,2023,1,False,"ALL, AMGN, APH, AZO, BMY"
ALLE,2023,15,False,"ALLE, AME, APD, BKR, BLDR"
AMAT,2023,0,False,"AMAT, APA, C, CAH, CHD"
AMCR,2023,21,False,"AMCR, AVY, BALL, CAG, CL"
AMD,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
AME,2023,15,False,"ALLE, AME, APD, BKR, BLDR"
AMGN,2023,1,False,"ALL, AMGN, APH, AZO, BMY"
AMP,2023,17,False,"AMP, BEN, IVZ, KKR, PRU"
AMT,2023,-1,True,noise
AMZN,2023,16,False,"AAPL, AMZN, CHTR, CMCSA, DIS"
ANET,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
AON,2023,20,False,"ACN, ADP, AON, AXP, BR"
AOS,2023,-1,True,noise
APA,2023,0,False,"AMAT, APA, C, CAH, CHD"
APD,2023,15,False,"ALLE, AME, APD, BKR, BLDR"
APH,2023,1,False,"ALL, AMGN, APH, AZO, BMY"
APO,2023,7,False,"AIZ, APO, ARES, AVB, AXON"
APP,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
APTV,2023,-1,True,noise
ARE,2023,-1,True,noise
ARES,2023,7,False,"AIZ, APO, ARES, AVB, AXON"
ATO,2023,5,False,"AEE, AEP, AES, ATO, CEG"
AVB,2023,7,False,"AIZ, APO, ARES, AVB, AXON"
AVGO,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
AVY,2023,21,False,"AMCR, AVY, BALL, CAG, CL"
AWK,2023,8,False,"AWK, BF-B, BG, CSCO, DAL"
AXON,2023,7,False,"AIZ, APO, ARES, AVB, AXON"
AXP,2023,20,False,"ACN, ADP, AON, AXP, BR"
AZO,2023,1,False,"ALL, AMGN, APH, AZO, BMY"
BA,2023,13,False,"BA, GD, HII, LDOS, LMT"
BAC,2023,3,False,"BAC, BK, CFG, FITB, HBAN"
BALL,2023,21,False,"AMCR, AVY, BALL, CAG, CL"
BAX,2023,11,False,"ABT, BAX, BDX, BSX, COR"
BBY,2023,22,False,"BBY, CASY, COST, DECK, DG"
BDX,2023,11,False,"ABT, BAX, BDX, BSX, COR"
BEN,2023,17,False,"AMP, BEN, IVZ, KKR, PRU"
BF-B,2023,8,False,"AWK, BF-B, BG, CSCO, DAL"
BG,2023,8,False,"AWK, BF-B, BG, CSCO, DAL"
BIIB,2023,2,False,"ABNB, BIIB, CCI, DHR, FAST"
BK,2023,3,False,"BAC, BK, CFG, FITB, HBAN"
BKNG,2023,-1,True,noise
BKR,2023,15,False,"ALLE, AME, APD, BKR, BLDR"
BLDR,2023,15,False,"ALLE, AME, APD, BKR, BLDR"
BMY,2023,1,False,"ALL, AMGN, APH, AZO, BMY"
BR,2023,20,False,"ACN, ADP, AON, AXP, BR"
BRK-B,2023,18,False,"ACGL, AFL, AIG, AJG, BRK-B"
BRO,2023,18,False,"ACGL, AFL, AIG, AJG, BRK-B"
BSX,2023,11,False,"ABT, BAX, BDX, BSX, COR"
BX,2023,7,False,"AIZ, APO, ARES, AVB, AXON"
BXP,2023,6,False,"BXP, CBRE, CPT, CSGP, DHI"
C,2023,0,False,"AMAT, APA, C, CAH, CHD"
CAG,2023,21,False,"AMCR, AVY, BALL, CAG, CL"
CAH,2023,0,False,"AMAT, APA, C, CAH, CHD"
CARR,2023,15,False,"ALLE, AME, APD, BKR, BLDR"
CASY,2023,22,False,"BBY, CASY, COST, DECK, DG"
CAT,2023,15,False,"ALLE, AME, APD, BKR, BLDR"
CB,2023,18,False,"ACGL, AFL, AIG, AJG, BRK-B"
CBOE,2023,-1,True,noise
CBRE,2023,6,False,"BXP, CBRE, CPT, CSGP, DHI"
CCI,2023,2,False,"ABNB, BIIB, CCI, DHR, FAST"
CCL,2023,-1,True,noise
CDNS,2023,14,False,"ADSK, CDNS, COHR, DELL, EMR"
CDW,2023,-1,True,noise
CEG,2023,5,False,"AEE, AEP, AES, ATO, CEG"
CF,2023,-1,True,noise
CFG,2023,3,False,"BAC, BK, CFG, FITB, HBAN"
CHD,2023,0,False,"AMAT, APA, C, CAH, CHD"
CHRW,2023,9,False,"CHRW, CSX, EXPD, JBHT, NSC"
CHTR,2023,16,False,"AAPL, AMZN, CHTR, CMCSA, DIS"
CI,2023,1,False,"ALL, AMGN, APH, AZO, BMY"
CIEN,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
CINF,2023,18,False,"ACGL, AFL, AIG, AJG, BRK-B"
CL,2023,21,False,"AMCR, AVY, BALL, CAG, CL"
CLX,2023,21,False,"AMCR, AVY, BALL, CAG, CL"
CMCSA,2023,16,False,"AAPL, AMZN, CHTR, CMCSA, DIS"
CME,2023,-1,True,noise
CMG,2023,21,False,"AMCR, AVY, BALL, CAG, CL"
CMI,2023,-1,True,noise
CMS,2023,5,False,"AEE, AEP, AES, ATO, CEG"
CNC,2023,10,False,"CNC, CVS, DVA, ELV, HCA"
CNP,2023,5,False,"AEE, AEP, AES, ATO, CEG"
COF,2023,1,False,"ALL, AMGN, APH, AZO, BMY"
COHR,2023,14,False,"ADSK, CDNS, COHR, DELL, EMR"
COIN,2023,-1,True,noise
COO,2023,-1,True,noise
COP,2023,0,False,"AMAT, APA, C, CAH, CHD"
COR,2023,11,False,"ABT, BAX, BDX, BSX, COR"
COST,2023,22,False,"BBY, CASY, COST, DECK, DG"
CPAY,2023,-1,True,noise
CPB,2023,21,False,"AMCR, AVY, BALL, CAG, CL"
CPRT,2023,1,False,"ALL, AMGN, APH, AZO, BMY"
CPT,2023,6,False,"BXP, CBRE, CPT, CSGP, DHI"
CRH,2023,15,False,"ALLE, AME, APD, BKR, BLDR"
CRL,2023,-1,True,noise
CRM,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
CRWD,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
CSCO,2023,8,False,"AWK, BF-B, BG, CSCO, DAL"
CSGP,2023,6,False,"BXP, CBRE, CPT, CSGP, DHI"
CSX,2023,9,False,"CHRW, CSX, EXPD, JBHT, NSC"
CTAS,2023,-1,True,noise
CTRA,2023,0,False,"AMAT, APA, C, CAH, CHD"
CTSH,2023,20,False,"ACN, ADP, AON, AXP, BR"
CTVA,2023,-1,True,noise
CVNA,2023,-1,True,noise
CVS,2023,10,False,"CNC, CVS, DVA, ELV, HCA"
CVX,2023,4,False,"CVX, EQT, EXE, FANG, L"
D,2023,5,False,"AEE, AEP, AES, ATO, CEG"
DAL,2023,8,False,"AWK, BF-B, BG, CSCO, DAL"
DASH,2023,-1,True,noise
DD,2023,-1,True,noise
DDOG,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
DE,2023,15,False,"ALLE, AME, APD, BKR, BLDR"
DECK,2023,22,False,"BBY, CASY, COST, DECK, DG"
DELL,2023,14,False,"ADSK, CDNS, COHR, DELL, EMR"
DG,2023,22,False,"BBY, CASY, COST, DECK, DG"
DGX,2023,1,False,"ALL, AMGN, APH, AZO, BMY"
DHI,2023,6,False,"BXP, CBRE, CPT, CSGP, DHI"
DHR,2023,2,False,"ABNB, BIIB, CCI, DHR, FAST"
DIS,2023,16,False,"AAPL, AMZN, CHTR, CMCSA, DIS"
DLR,2023,19,False,"ADBE, AKAM, AMD, ANET, APP"
DLTR,2023,22,False,"BBY, CASY, COST, DECK, DG"
DOC,2023,6,False,"BXP, CBRE, CPT, CSGP, DHI"
DOV,2023,15,False,"ALLE, AME, APD, BKR, BLDR"
DOW,2023,-1,True,noise
DPZ,2023,22,False,"BBY, CASY, COST, DECK, DG"
DRI,2023,-1,True,noise
DTE,2023,0,False,"AMAT, APA, C, CAH, CHD"
DUK,2023,5,False,"AEE, AEP, AES, ATO, CEG"
DVA,2023,10,False,"CNC, CVS, DVA, ELV, HCA"
DVN,2023,0,False,"AMAT, APA, C, CAH, CHD"
DXCM,2023,-1,True,noise
EA,2023,16,False,"AAPL, AMZN, CHTR, CMCSA, DIS"
EBAY,2023,-1,True,noise
ECL,2023,-1,True,noise
ED,2023,0,False,"AMAT, APA, C, CAH, CHD"
EFX,2023,20,False,"ACN, ADP, AON, AXP, BR"
EG,2023,18,False,"ACGL, AFL, AIG, AJG, BRK-B"
EIX,2023,0,False,"AMAT, APA, C, CAH, CHD"
EL,2023,8,False,"AWK, BF-B, BG, CSCO, DAL"
