ticker,year,cik,accession,filing_date,doc_url
CSCO,2023,0000858877,0000858877-24-000017,2024-09-05,https://www.sec.gov/Archives/edgar/data/858877/000085887724000017/csco-20240727.htm
CSGP,2019,0001057352,0001057352-20-000036,2020-02-26,https://www.sec.gov/Archives/edgar/data/1057352/000105735220000036/csgp20191231-10k.htm
CSGP,2021,0001057352,0001057352-22-000027,2022-02-23,https://www.sec.gov/Archives/edgar/data/1057352/000105735222000027/csgp-20211231.htm
CSGP,2023,0001057352,0001057352-24-000013,2024-02-22,https://www.sec.gov/Archives/edgar/data/1057352/000105735224000013/csgp-20231231.htm
CSX,2019,0000277948,0000277948-20-000008,2020-02-12,https://www.sec.gov/Archives/edgar/data/277948/000027794820000008/csx-12312019x10k.htm
CSX,2021,0000277948,0000277948-22-000009,2022-02-16,https://www.sec.gov/Archives/edgar/data/277948/000027794822000009/csx-20211231.htm
CSX,2023,0000277948,0000277948-24-000010,2024-02-14,https://www.sec.gov/Archives/edgar/data/277948/000027794824000010/csx-20231231.htm
CTAS,2019,0000723254,0000723254-20-000025,2020-07-29,https://www.sec.gov/Archives/edgar/data/723254/000072325420000025/ctas-20200531.htm
CTAS,2021,0000723254,0000723254-22-000019,2022-07-27,https://www.sec.gov/Archives/edgar/data/723254/000072325422000019/ctas-20220531.htm
CTAS,2023,0000723254,0000723254-24-000036,2024-07-25,https://www.sec.gov/Archives/edgar/data/723254/000072325424000036/ctas-20240531.htm
CTRA,2019,0000858470,0000858470-20-000012,2020-02-25,https://www.sec.gov/Archives/edgar/data/858470/000085847020000012/cog-12312019x10k.htm
CTRA,2021,0000858470,0000858470-22-000009,2022-03-01,https://www.sec.gov/Archives/edgar/data/858470/000085847022000009/cog-20211231.htm
CTRA,2023,0000858470,0000858470-24-000019,2024-02-23,https://www.sec.gov/Archives/edgar/data/858470/000085847024000019/cog-20231231.htm
CTSH,2019,0001058290,0001058290-20-000008,2020-02-14,https://www.sec.gov/Archives/edgar/data/1058290/000105829020000008/ctsh20191231-10k.htm
CTSH,2021,0001058290,0001058290-22-000023,2022-02-16,https://www.sec.gov/Archives/edgar/data/1058290/000105829022000023/ctsh-20211231.htm
CTSH,2023,0001058290,0001058290-24-000017,2024-02-14,https://www.sec.gov/Archives/edgar/data/1058290/000105829024000017/ctsh-20231231.htm
CTVA,2019,0001755672,0001755672-20-000006,2020-02-14,https://www.sec.gov/Archives/edgar/data/1755672/000175567220000006/ctva-12x31x201910xk.htm
CTVA,2021,0001755672,0001755672-22-000005,2022-02-10,https://www.sec.gov/Archives/edgar/data/1755672/000175567222000005/ctva-20211231.htm
CTVA,2023,0001755672,0001755672-24-000004,2024-02-08,https://www.sec.gov/Archives/edgar/data/1755672/000175567224000004/ctva-20231231.htm
CVNA,2019,0001690820,0001690820-20-000052,2020-02-26,https://www.sec.gov/Archives/edgar/data/1690820/000169082020000052/cvna-20191231.htm
CVNA,2021,0001690820,0001690820-22-000080,2022-02-24,https://www.sec.gov/Archives/edgar/data/1690820/000169082022000080/cvna-20211231.htm
CVNA,2023,0001690820,0001690820-24-000093,2024-02-22,https://www.sec.gov/Archives/edgar/data/1690820/000169082024000093/cvna-20231231.htm
CVS,2019,0000064803,0000064803-20-000007,2020-02-18,https://www.sec.gov/Archives/edgar/data/64803/000006480320000007/a2019form10-k.htm
CVS,2021,0000064803,0000064803-22-000008,2022-02-09,https://www.sec.gov/Archives/edgar/data/64803/000006480322000008/cvs-20211231.htm
CVS,2023,0000064803,0000064803-24-000007,2024-02-07,https://www.sec.gov/Archives/edgar/data/64803/000006480324000007/cvs-20231231.htm
CVX,2019,0000093410,0000093410-20-000010,2020-02-21,https://www.sec.gov/Archives/edgar/data/93410/000009341020000010/cvx12312019-10kdoc.htm
CVX,2021,0000093410,0000093410-22-000019,2022-02-24,https://www.sec.gov/Archives/edgar/data/93410/000009341022000019/cvx-20211231.htm
CVX,2023,0000093410,0000093410-24-000013,2024-02-26,https://www.sec.gov/Archives/edgar/data/93410/000009341024000013/cvx-20231231.htm
D,2019,0000715957,0001193125-20-054469,2020-02-28,https://www.sec.gov/Archives/edgar/data/715957/000119312520054469/d854390d10k.htm
D,2021,0000715957,0001564590-22-006589,2022-02-24,https://www.sec.gov/Archives/edgar/data/715957/000156459022006589/d-10k_20211231.htm
D,2023,0000715957,0000950170-24-019110,2024-02-23,https://www.sec.gov/Archives/edgar/data/715957/000095017024019110/d-20231231.htm
DAL,2019,0000027904,0000027904-20-000004,2020-02-13,https://www.sec.gov/Archives/edgar/data/27904/000002790420000004/dal-20191231.htm
DAL,2021,0000027904,0000027904-22-000003,2022-02-11,https://www.sec.gov/Archives/edgar/data/27904/000002790422000003/dal-20211231.htm
DAL,2023,0000027904,0000027904-24-000003,2024-02-12,https://www.sec.gov/Archives/edgar/data/27904/000002790424000003/dal-20231231.htm
DASH,2021,0001792789,0001628280-22-004350,2022-03-01,https://www.sec.gov/Archives/edgar/data/1792789/000162828022004350/dash-20211231.htm
DASH,2023,0001792789,0001628280-24-005600,2024-02-20,https://www.sec.gov/Archives/edgar/data/1792789/000162828024005600/dash-20231231.htm
DD,2019,0001666700,0001666700-20-000006,2020-02-14,https://www.sec.gov/Archives/edgar/data/1666700/000166670020000006/dupont201910-k.htm
DD,2021,0001666700,0001666700-22-000009,2022-02-11,https://www.sec.gov/Archives/edgar/data/1666700/000166670022000009/dd-20211231.htm
DD,2023,0001666700,0001666700-24-000008,2024-02-15,https://www.sec.gov/Archives/edgar/data/1666700/000166670024000008/dd-20231231.htm
DDOG,2019,0001561550,0001564590-20-006422,2020-02-25,https://www.sec.gov/Archives/edgar/data/1561550/000156459020006422/ddog-10k_20191231.htm
DDOG,2021,0001561550,0001561550-22-000009,2022-02-25,https://www.sec.gov/Archives/edgar/data/1561550/000156155022000009/ddog-20211231.htm
DDOG,2023,0001561550,0001561550-24-000009,2024-02-23,https://www.sec.gov/Archives/edgar/data/1561550/000156155024000009/ddog-20231231.htm
DE,2019,0000315189,0001558370-20-014436,2020-12-17,https://www.sec.gov/Archives/edgar/data/315189/000155837020014436/de-20201101x10k.htm
DE,2021,0000315189,0001558370-22-018703,2022-12-15,https://www.sec.gov/Archives/edgar/data/315189/000155837022018703/de-20221030x10k.htm
DE,2023,0000315189,0001558370-24-016169,2024-12-12,https://www.sec.gov/Archives/edgar/data/315189/000155837024016169/de-20241027x10k.htm
DECK,2019,0000910521,0000910521-20-000016,2020-06-01,https://www.sec.gov/Archives/edgar/data/910521/000091052120000016/deck331202010-k.htm
DECK,2021,0000910521,0000910521-22-000017,2022-05-27,https://www.sec.gov/Archives/edgar/data/910521/000091052122000017/deck-20220331.htm
DECK,2023,0000910521,0000910521-24-000017,2024-05-24,https://www.sec.gov/Archives/edgar/data/910521/000091052124000017/deck-20240331.htm
DELL,2019,0001571996,0001571996-20-000017,2020-03-27,https://www.sec.gov/Archives/edgar/data/1571996/000157199620000017/delltechnologiesfy2010k.htm
DELL,2021,0001571996,0001571996-22-000009,2022-03-24,https://www.sec.gov/Archives/edgar/data/1571996/000157199622000009/dell-20220128.htm
DELL,2023,0001571996,0001571996-24-000036,2024-03-25,https://www.sec.gov/Archives/edgar/data/1571996/000157199624000036/dell-20240202.htm
DG,2019,0000029534,0001558370-20-002915,2020-03-19,https://www.sec.gov/Archives/edgar/data/29534/000155837020002915/dg-20200131x10ka41072.htm
DG,2021,0000029534,0001558370-22-003921,2022-03-18,https://www.sec.gov/Archives/edgar/data/29534/000155837022003921/dg-20220128x10k.htm
DG,2023,0000029534,0001558370-24-003813,2024-03-25,https://www.sec.gov/Archives/edgar/data/29534/000155837024003813/dg-20240202x10k.htm
DGX,2019,0001022079,0001022079-20-000017,2020-02-20,https://www.sec.gov/Archives/edgar/data/1022079/000102207920000017/dgx1231201910-k.htm
DGX,2021,0001022079,0001022079-22-000027,2022-02-28,https://www.sec.gov/Archives/edgar/data/1022079/000102207922000027/dgx-20211231.htm
DGX,2023,0001022079,0001022079-24-000041,2024-02-22,https://www.sec.gov/Archives/edgar/data/1022079/000102207924000041/dgx-20231231.htm
DHI,2019,0000882184,0000882184-20-000143,2020-11-20,https://www.sec.gov/Archives/edgar/data/882184/000088218420000143/dhi-20200930.htm
DHI,2021,0000882184,0000882184-22-000184,2022-11-18,https://www.sec.gov/Archives/edgar/data/882184/000088218422000184/dhi-20220930.htm
DHI,2023,0000882184,0000882184-24-000057,2024-11-19,https://www.sec.gov/Archives/edgar/data/882184/000088218424000057/dhi-20240930.htm
DHR,2019,0000313616,0000313616-20-000041,2020-02-21,https://www.sec.gov/Archives/edgar/data/313616/000031361620000041/dhr-20191231x10xk.htm
DHR,2021,0000313616,0000313616-22-000061,2022-02-23,https://www.sec.gov/Archives/edgar/data/313616/000031361622000061/dhr-20211231.htm
DHR,2023,0000313616,0000313616-24-000052,2024-02-21,https://www.sec.gov/Archives/edgar/data/313616/000031361624000052/dhr-20231231.htm
DIS,2019,0001744489,0001744489-20-000197,2020-11-25,https://www.sec.gov/Archives/edgar/data/1744489/000174448920000197/dis-20201003.htm
DIS,2021,0001744489,0001744489-22-000213,2022-11-29,https://www.sec.gov/Archives/edgar/data/1744489/000174448922000213/dis-20221001.htm
DIS,2023,0001744489,0001744489-24-000276,2024-11-14,https://www.sec.gov/Archives/edgar/data/1744489/000174448924000276/dis-20240928.htm
DLR,2019,0001297996,0001558370-20-001906,2020-03-02,https://www.sec.gov/Archives/edgar/data/1297996/000155837020001906/dlr-20191231x10kabe894.htm
DLR,2021,0001297996,0001558370-22-002195,2022-02-25,https://www.sec.gov/Archives/edgar/data/1297996/000155837022002195/dlr-20211231x10k.htm
DLR,2023,0001297996,0001558370-24-001575,2024-02-23,https://www.sec.gov/Archives/edgar/data/1297996/000155837024001575/dlr-20231231x10k.htm
DLTR,2019,0000935703,0000935703-20-000006,2020-03-20,https://www.sec.gov/Archives/edgar/data/935703/000093570320000006/dltr-2020x02x01x10k.htm
DLTR,2021,0000935703,0000935703-22-000020,2022-03-15,https://www.sec.gov/Archives/edgar/data/935703/000093570322000020/dltr-20220129.htm
DLTR,2023,0000935703,0000935703-24-000011,2024-03-20,https://www.sec.gov/Archives/edgar/data/935703/000093570324000011/dltr-20240203.htm
DOC,2019,0000765880,0001628280-20-001456,2020-02-13,https://www.sec.gov/Archives/edgar/data/765880/000162828020001456/healthpeak10-k12312019.htm
DOC,2021,0000765880,0001628280-22-002117,2022-02-09,https://www.sec.gov/Archives/edgar/data/765880/000162828022002117/peak-20211231.htm
DOC,2023,0000765880,0001628280-24-004094,2024-02-09,https://www.sec.gov/Archives/edgar/data/765880/000162828024004094/peak-20231231.htm
DOV,2019,0000029905,0000029905-20-000011,2020-02-14,https://www.sec.gov/Archives/edgar/data/29905/000002990520000011/dov-20191231.htm
DOV,2021,0000029905,0000029905-22-000009,2022-02-11,https://www.sec.gov/Archives/edgar/data/29905/000002990522000009/dov-20211231.htm
DOV,2023,0000029905,0000029905-24-000008,2024-02-09,https://www.sec.gov/Archives/edgar/data/29905/000002990524000008/dov-20231231.htm
DOW,2019,0001751788,0001751788-20-000007,2020-02-07,https://www.sec.gov/Archives/edgar/data/1751788/000175178820000007/dowinc201910k.htm
DOW,2021,0001751788,0001751788-22-000011,2022-02-04,https://www.sec.gov/Archives/edgar/data/1751788/000175178822000011/dow-20211231.htm
DOW,2023,0001751788,0001751788-24-000010,2024-01-31,https://www.sec.gov/Archives/edgar/data/1751788/000175178824000010/dow-20231231.htm
DPZ,2019,0001286681,0001193125-20-042675,2020-02-20,https://www.sec.gov/Archives/edgar/data/1286681/000119312520042675/d796357d10k.htm
DPZ,2021,0001286681,0000950170-22-002426,2022-03-01,https://www.sec.gov/Archives/edgar/data/1286681/000095017022002426/dpz-20220102.htm
DPZ,2023,0001286681,0000950170-24-019725,2024-02-26,https://www.sec.gov/Archives/edgar/data/1286681/000095017024019725/dpz-20231231.htm
DRI,2019,0000940944,0000940944-20-000046,2020-07-24,https://www.sec.gov/Archives/edgar/data/940944/000094094420000046/dri-202010xk.htm
DRI,2021,0000940944,0000940944-22-000042,2022-07-22,https://www.sec.gov/Archives/edgar/data/940944/000094094422000042/dri-20220529.htm
DRI,2023,0000940944,0000940944-24-000035,2024-07-19,https://www.sec.gov/Archives/edgar/data/940944/000094094424000035/dri-20240526.htm
DTE,2019,0000936340,0000936340-20-000127,2020-02-05,https://www.sec.gov/Archives/edgar/data/936340/000093634020000127/dteenergy2019123110k.htm
DTE,2021,0000936340,0000936340-22-000077,2022-02-10,https://www.sec.gov/Archives/edgar/data/936340/000093634022000077/dte-20211231.htm
DTE,2023,0000936340,0000936340-24-000076,2024-02-08,https://www.sec.gov/Archives/edgar/data/936340/000093634024000076/dte-20231231.htm
DUK,2019,0001326160,0001326160-20-000034,2020-02-20,https://www.sec.gov/Archives/edgar/data/1326160/000132616020000034/duk-20191231x10k.htm
DUK,2021,0001326160,0001326160-22-000072,2022-02-24,https://www.sec.gov/Archives/edgar/data/1326160/000132616022000072/duk-20211231.htm
DUK,2023,0001326160,0001326160-24-000037,2024-02-23,https://www.sec.gov/Archives/edgar/data/1326160/000132616024000037/duk-20231231.htm
DVA,2019,0000927066,0000927066-20-000014,2020-02-21,https://www.sec.gov/Archives/edgar/data/927066/000092706620000014/dva-12311910k.htm
DVA,2021,0000927066,0000927066-22-000012,2022-02-11,https://www.sec.gov/Archives/edgar/data/927066/000092706622000012/dva-20211231.htm
DVA,2023,0000927066,0000927066-24-000013,2024-02-14,https://www.sec.gov/Archives/edgar/data/927066/000092706624000013/dva-20231231.htm
DVN,2019,0001090012,0001564590-20-005182,2020-02-19,https://www.sec.gov/Archives/edgar/data/1090012/000156459020005182/dvn-10k_20191231.htm
DVN,2021,0001090012,0001564590-22-005321,2022-02-16,https://www.sec.gov/Archives/edgar/data/1090012/000156459022005321/dvn-10k_20211231.htm
DVN,2023,0001090012,0000950170-24-021781,2024-02-28,https://www.sec.gov/Archives/edgar/data/1090012/000095017024021781/dvn-20231231.htm
DXCM,2019,0001093557,0001093557-20-000029,2020-02-13,https://www.sec.gov/Archives/edgar/data/1093557/000109355720000029/dxcm-12312019x10kasof1.htm
DXCM,2021,0001093557,0001093557-22-000014,2022-02-14,https://www.sec.gov/Archives/edgar/data/1093557/000109355722000014/dxcm-20211231.htm
DXCM,2023,0001093557,0001093557-24-000021,2024-02-08,https://www.sec.gov/Archives/edgar/data/1093557/000109355724000021/dxcm-20231231.htm
EA,2019,0000712515,0000712515-20-000019,2020-05-20,https://www.sec.gov/Archives/edgar/data/712515/000071251520000019/ea-20200331.htm
EA,2021,0000712515,0000712515-22-000011,2022-05-25,https://www.sec.gov/Archives/edgar/data/712515/000071251522000011/ea-20220331.htm
EA,2023,0000712515,0000712515-24-000023,2024-05-22,https://www.sec.gov/Archives/edgar/data/712515/000071251524000023/ea-20240331.htm
EBAY,2019,0001065088,0001065088-20-000006,2020-01-31,https://www.sec.gov/Archives/edgar/data/1065088/000106508820000006/ebay201910-k.htm
EBAY,2021,0001065088,0001065088-22-000006,2022-02-24,https://www.sec.gov/Archives/edgar/data/1065088/000106508822000006/ebay-20211231.htm
EBAY,2023,0001065088,0001065088-24-000036,2024-02-28,https://www.sec.gov/Archives/edgar/data/1065088/000106508824000036/ebay-20231231.htm
ECL,2019,0000031462,0001558370-20-001788,2020-02-28,https://www.sec.gov/Archives/edgar/data/31462/000155837020001788/ecl-20191231x10k145b24.htm
ECL,2021,0000031462,0001558370-22-002059,2022-02-25,https://www.sec.gov/Archives/edgar/data/31462/000155837022002059/ecl-20211231x10k.htm
ECL,2023,0000031462,0001558370-24-001581,2024-02-23,https://www.sec.gov/Archives/edgar/data/31462/000155837024001581/ecl-20231231x10k.htm
ED,2019,0001047862,0001047862-20-000041,2020-02-20,https://www.sec.gov/Archives/edgar/data/1047862/000104786220000041/ed-20191231x10k.htm
ED,2021,0001047862,0001047862-22-000039,2022-02-17,https://www.sec.gov/Archives/edgar/data/1047862/000104786222000039/ed-20211231.htm
ED,2023,0001047862,0001047862-24-000012,2024-02-15,https://www.sec.gov/Archives/edgar/data/1047862/000104786224000012/ed-20231231.htm
EFX,2019,0000033185,0000033185-20-000011,2020-02-20,https://www.sec.gov/Archives/edgar/data/33185/000003318520000011/efx-20191231.htm
EFX,2021,0000033185,0000033185-22-000014,2022-02-24,https://www.sec.gov/Archives/edgar/data/33185/000003318522000014/efx-20211231.htm
EFX,2023,0000033185,0000033185-24-000017,2024-02-22,https://www.sec.gov/Archives/edgar/data/33185/000003318524000017/efx-20231231.htm
EG,2019,0001095073,0001095073-20-000006,2020-03-02,https://www.sec.gov/Archives/edgar/data/1095073/000109507320000006/re-20191231.htm
EG,2021,0001095073,0001095073-22-000005,2022-02-28,https://www.sec.gov/Archives/edgar/data/1095073/000109507322000005/re-20211231.htm
EG,2023,0001095073,0001095073-24-000009,2024-02-28,https://www.sec.gov/Archives/edgar/data/1095073/000109507324000009/eg-20231231.htm
EIX,2019,0000827052,0000827052-20-000026,2020-02-27,https://www.sec.gov/Archives/edgar/data/827052/000082705220000026/eix-sceq4201910k.htm
EIX,2021,0000827052,0000827052-22-000006,2022-02-24,https://www.sec.gov/Archives/edgar/data/827052/000082705222000006/eix-20211231x10k.htm
EIX,2023,0000827052,0000827052-24-000013,2024-02-22,https://www.sec.gov/Archives/edgar/data/827052/000082705224000013/eix-20231231x10k.htm
EL,2019,0001001250,0001001250-20-000065,2020-08-28,https://www.sec.gov/Archives/edgar/data/1001250/000100125020000065/el-20200630.htm
EL,2021,0001001250,0001001250-22-000122,2022-08-24,https://www.sec.gov/Archives/edgar/data/1001250/000100125022000122/el-20220630.htm
EL,2023,0001001250,0001001250-24-000116,2024-08-19,https://www.sec.gov/Archives/edgar/data/1001250/000100125024000116/el-20240630.htm
ELV,2019,0001156039,0001156039-20-000003,2020-02-19,https://www.sec.gov/Archives/edgar/data/1156039/000115603920000003/antm-2019123110kq42019.htm
ELV,2021,0001156039,0001156039-22-000009,2022-02-16,https://www.sec.gov/Archives/edgar/data/1156039/000115603922000009/antm-20211231.htm
ELV,2023,0001156039,0001156039-24-000015,2024-02-21,https://www.sec.gov/Archives/edgar/data/1156039/000115603924000015/elv-20231231.htm
EME,2019,0000105634,0000105634-20-000043,2020-02-27,https://www.sec.gov/Archives/edgar/data/105634/000010563420000043/eme-20191231x10k.htm
EME,2021,0000105634,0000105634-22-000006,2022-02-24,https://www.sec.gov/Archives/edgar/data/105634/000010563422000006/eme-20211231.htm
EME,2023,0000105634,0000105634-24-000006,2024-02-28,https://www.sec.gov/Archives/edgar/data/105634/000010563424000006/eme-20231231.htm
EMR,2019,0000032604,0000032604-20-000041,2020-11-16,https://www.sec.gov/Archives/edgar/data/32604/000003260420000041/emr-20200930.htm
EMR,2021,0000032604,0000032604-22-000041,2022-11-14,https://www.sec.gov/Archives/edgar/data/32604/000003260422000041/emr-20220930.htm
EMR,2023,0000032604,0000032604-24-000041,2024-11-12,https://www.sec.gov/Archives/edgar/data/32604/000003260424000041/emr-20240930.htm
EOG,2019,0000821189,0000821189-20-000010,2020-02-27,https://www.sec.gov/Archives/edgar/data/821189/000082118920000010/a2019123110-k.htm
EOG,2021,0000821189,0000821189-22-000017,2022-02-24,https://www.sec.gov/Archives/edgar/data/821189/000082118922000017/eog-20211231.htm
EOG,2023,0000821189,0000821189-24-000011,2024-02-22,https://www.sec.gov/Archives/edgar/data/821189/000082118924000011/eog-20231231.htm
EPAM,2019,0001352010,0001352010-20-000012,2020-03-02,https://www.sec.gov/Archives/edgar/data/1352010/000135201020000012/epam-20191231x10k.htm
EPAM,2021,0001352010,0001352010-22-000020,2022-02-25,https://www.sec.gov/Archives/edgar/data/1352010/000135201022000020/epam-20211231.htm
EPAM,2023,0001352010,0001352010-24-000008,2024-02-22,https://www.sec.gov/Archives/edgar/data/1352010/000135201024000008/epam-20231231.htm
EQIX,2019,0001101239,0001628280-20-001947,2020-02-21,https://www.sec.gov/Archives/edgar/data/1101239/000162828020001947/eqix2019123110k.htm
EQIX,2021,0001101239,0001628280-22-003171,2022-02-18,https://www.sec.gov/Archives/edgar/data/1101239/000162828022003171/eqix-20211231.htm
EQIX,2023,0001101239,0001628280-24-005350,2024-02-16,https://www.sec.gov/Archives/edgar/data/1101239/000162828024005350/eqix-20231231.htm
EQR,2019,0000906107,0001564590-20-005562,2020-02-20,https://www.sec.gov/Archives/edgar/data/906107/000156459020005562/eqr-10k_20191231.htm
EQR,2021,0000906107,0001564590-22-005566,2022-02-17,https://www.sec.gov/Archives/edgar/data/906107/000156459022005566/eqr-10k_20211231.htm
EQR,2023,0000906107,0000950170-24-015907,2024-02-15,https://www.sec.gov/Archives/edgar/data/906107/000095017024015907/eqr-20231231.htm
EQT,2019,0000033213,0000033213-20-000008,2020-02-27,https://www.sec.gov/Archives/edgar/data/33213/000003321320000008/a1231201910k.htm
EQT,2021,0000033213,0000033213-22-000007,2022-02-10,https://www.sec.gov/Archives/edgar/data/33213/000003321322000007/eqt-20211231.htm
EQT,2023,0000033213,0000033213-24-000008,2024-02-14,https://www.sec.gov/Archives/edgar/data/33213/000003321324000008/eqt-20231231.htm
ERIE,2019,0000922621,0000922621-20-000009,2020-02-27,https://www.sec.gov/Archives/edgar/data/922621/000092262120000009/erie10-k12312019.htm
ERIE,2021,0000922621,0000922621-22-000013,2022-02-24,https://www.sec.gov/Archives/edgar/data/922621/000092262122000013/erie-20211231.htm
ERIE,2023,0000922621,0000922621-24-000006,2024-02-26,https://www.sec.gov/Archives/edgar/data/922621/000092262124000006/erie-20231231.htm
ES,2019,0000072741,0000072741-20-000008,2020-02-27,https://www.sec.gov/Archives/edgar/data/72741/000007274120000008/a201910kdocument.htm
ES,2021,0000072741,0000072741-22-000015,2022-02-17,https://www.sec.gov/Archives/edgar/data/72741/000007274122000015/es-20211231.htm
ES,2023,0000072741,0000072741-24-000005,2024-02-14,https://www.sec.gov/Archives/edgar/data/72741/000007274124000005/es-20231231.htm
ESS,2019,0000920522,0000920522-20-000026,2020-02-20,https://www.sec.gov/Archives/edgar/data/920522/000092052220000026/ess-123119x10k.htm
ESS,2021,0000920522,0000920522-22-000019,2022-02-25,https://www.sec.gov/Archives/edgar/data/920522/000092052222000019/ess-20211231.htm
ESS,2023,0000920522,0000920522-24-000033,2024-02-23,https://www.sec.gov/Archives/edgar/data/920522/000092052224000033/ess-20231231.htm
ETN,2019,0001551182,0001551182-20-000050,2020-02-26,https://www.sec.gov/Archives/edgar/data/1551182/000155118220000050/etn12312019form10-k.htm
ETN,2021,0001551182,0001551182-22-000004,2022-02-23,https://www.sec.gov/Archives/edgar/data/1551182/000155118222000004/etn-20211231.htm
ETN,2023,0001551182,0001551182-24-000006,2024-02-29,https://www.sec.gov/Archives/edgar/data/1551182/000155118224000006/etn-20231231.htm
ETR,2019,0000065984,0000065984-20-000069,2020-02-21,https://www.sec.gov/Archives/edgar/data/65984/000006598420000069/etr-12312019x10k.htm
ETR,2021,0000065984,0000065984-22-000017,2022-02-25,https://www.sec.gov/Archives/edgar/data/65984/000006598422000017/etr-20211231.htm
ETR,2023,0000065984,0000065984-24-000012,2024-02-23,https://www.sec.gov/Archives/edgar/data/65984/000006598424000012/etr-20231231.htm
EVRG,2019,0001711269,0001711269-20-000012,2020-03-02,https://www.sec.gov/Archives/edgar/data/1711269/000171126920000012/evrg-12312019x10k.htm
EVRG,2021,0001711269,0001711269-22-000008,2022-02-25,https://www.sec.gov/Archives/edgar/data/1711269/000171126922000008/evrg-20211231.htm
EVRG,2023,0001711269,0001711269-24-000007,2024-02-29,https://www.sec.gov/Archives/edgar/data/1711269/000171126924000007/evrg-20231231.htm
EW,2019,0001099800,0001099800-20-000005,2020-02-14,https://www.sec.gov/Archives/edgar/data/1099800/000109980020000005/ew10-kq42019.htm
EW,2021,0001099800,0001099800-22-000005,2022-02-14,https://www.sec.gov/Archives/edgar/data/1099800/000109980022000005/ew-20211231.htm
EW,2023,0001099800,0001099800-24-000004,2024-02-12,https://www.sec.gov/Archives/edgar/data/1099800/000109980024000004/ew-20231231.htm
EXC,2019,0001109357,0001109357-20-000053,2020-02-11,https://www.sec.gov/Archives/edgar/data/1109357/000110935720000053/exc-20191231x10k.htm
EXC,2021,0001109357,0001109357-22-000039,2022-02-25,https://www.sec.gov/Archives/edgar/data/1109357/000110935722000039/exc-20211231.htm
EXC,2023,0001109357,0001109357-24-000053,2024-02-21,https://www.sec.gov/Archives/edgar/data/1109357/000110935724000053/exc-20231231.htm
EXE,2019,0000895126,0000895126-20-000061,2020-02-27,https://www.sec.gov/Archives/edgar/data/895126/000089512620000061/chk-2019123110k.htm
EXE,2021,0000895126,0000895126-22-000029,2022-02-24,https://www.sec.gov/Archives/edgar/data/895126/000089512622000029/chk-20211231.htm
EXE,2023,0000895126,0000895126-24-000013,2024-02-21,https://www.sec.gov/Archives/edgar/data/895126/000089512624000013/chk-20231231.htm
EXPD,2019,0000746515,0001564590-20-005719,2020-02-21,https://www.sec.gov/Archives/edgar/data/746515/000156459020005719/expd-10k_20191231.htm
EXPD,2021,0000746515,0001564590-22-010381,2022-03-15,https://www.sec.gov/Archives/edgar/data/746515/000156459022010381/expd-10k_20211231.htm
EXPD,2023,0000746515,0000950170-24-019394,2024-02-23,https://www.sec.gov/Archives/edgar/data/746515/000095017024019394/expd-20231231.htm
EXPE,2019,0001324424,0001324424-20-000009,2020-02-14,https://www.sec.gov/Archives/edgar/data/1324424/000132442420000009/q42019-10k.htm
EXPE,2021,0001324424,0001324424-22-000009,2022-02-11,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000009/expe-20211231.htm
EXPE,2023,0001324424,0001324424-24-000007,2024-02-09,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000007/expe-20231231.htm
EXR,2019,0001289490,0001628280-20-002202,2020-02-25,https://www.sec.gov/Archives/edgar/data/1289490/000162828020002202/q4201910kexrdocument.htm
EXR,2021,0001289490,0001628280-22-004274,2022-02-28,https://www.sec.gov/Archives/edgar/data/1289490/000162828022004274/exr-20211231.htm
EXR,2023,0001289490,0001628280-24-008044,2024-02-29,https://www.sec.gov/Archives/edgar/data/1289490/000162828024008044/exr-20231231.htm
F,2019,0000037996,0000037996-20-000010,2020-02-05,https://www.sec.gov/Archives/edgar/data/37996/000003799620000010/f1231201910-k.htm
F,2021,0000037996,0000037996-22-000013,2022-02-04,https://www.sec.gov/Archives/edgar/data/37996/000003799622000013/f-20211231.htm
F,2023,0000037996,0000037996-24-000009,2024-02-07,https://www.sec.gov/Archives/edgar/data/37996/000003799624000009/f-20231231.htm
FANG,2019,0001539838,0001539838-20-000021,2020-02-27,https://www.sec.gov/Archives/edgar/data/1539838/000153983820000021/diamondback201910-k.htm
FANG,2021,0001539838,0001539838-22-000008,2022-02-24,https://www.sec.gov/Archives/edgar/data/1539838/000153983822000008/fang-20211231.htm
FANG,2023,0001539838,0001539838-24-000019,2024-02-22,https://www.sec.gov/Archives/edgar/data/1539838/000153983824000019/fang-20231231.htm
FAST,2019,0000815556,0000815556-20-000011,2020-02-06,https://www.sec.gov/Archives/edgar/data/815556/000081555620000011/fast1231201910-k.htm
FAST,2021,0000815556,0000815556-22-000009,2022-02-07,https://www.sec.gov/Archives/edgar/data/815556/000081555622000009/fast-20211231.htm
FAST,2023,0000815556,0000815556-24-000009,2024-02-06,https://www.sec.gov/Archives/edgar/data/815556/000081555624000009/fast-20231231.htm
FCX,2019,0000831259,0000831259-20-000004,2020-02-14,https://www.sec.gov/Archives/edgar/data/831259/000083125920000004/a2019form10-k.htm
FCX,2021,0000831259,0000831259-22-000009,2022-02-15,https://www.sec.gov/Archives/edgar/data/831259/000083125922000009/fcx-20211231.htm
